,strDrink,strCategory,strGlass,strIngredients,Alc_type,Basic_taste,strInstructions,strMeasures,Value_ml,Value_gr,Garnish_amount,Garnish_type
1617,Surf City Lifesaver,Ordinary Drink,Highball glass,Bailey'S Irish Cream,Creamy Liqueur,,Lots of ice and soda top up in tall glass with cherry and a grin.,1 part,30.0,,,
1618,Swedish Coffee,Coffee / Tea,Coffee Mug,Aquavit,Vodka,,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),4 cl,40.0,,,
1619,Swedish Coffee,Coffee / Tea,Coffee Mug,Coffee,,bitter,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),1 cup,,128.0,,
1620,Sweet Tooth,Milk / Float / Shake,Highball Glass,Godiva Liqueur,Creamy Liqueur,,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",2 shots,50.0,,,
1621,Sweet Tooth,Milk / Float / Shake,Highball Glass,Milk,,cream,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",,,,,
1622,Talos Coffee,Coffee / Tea,Brandy snifter,Grand Marnier,Triple Sec,,Add your GM and then add your coffee.,3 parts,90.0,,,
1623,Talos Coffee,Coffee / Tea,Brandy snifter,Coffee,,bitter,Add your GM and then add your coffee.,1 part,30.0,,,
1624,Tennesee Mud,Coffee / Tea,Coffee Mug,Jack Daniels,Whisky,,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",4 oz,120.0,,,
1625,Tennesee Mud,Coffee / Tea,Coffee Mug,Whipped Cream,,cream,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",,,,60,ml
1626,Tennesee Mud,Coffee / Tea,Coffee Mug,Coffee,,bitter,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",8 oz,240.0,,,
1627,Tennesee Mud,Coffee / Tea,Coffee Mug,Amaretto,Sweet Liqueur,,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",4 oz,120.0,,,
1628,Tequila Fizz,Ordinary Drink,Collins glass,Egg White,,egg,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",1,45.0,,,
1629,Tequila Fizz,Ordinary Drink,Collins glass,Tequila,Tequila,,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",2 oz,60.0,,,
1630,Tequila Fizz,Ordinary Drink,Collins glass,Grenadine,,sweet,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",3/4 oz,22.5,,,
1631,Tequila Fizz,Ordinary Drink,Collins glass,Lemon Juice,,sour,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",1 tblsp,,14.0,,
1632,Tequila Fizz,Ordinary Drink,Collins glass,Ginger Ale,,sweet,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",,,,,
1633,Tequila Sour,Ordinary Drink,Whiskey sour glass,Lemon,,sour,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",1/2 slice,,,1/2,slice
1634,Tequila Sour,Ordinary Drink,Whiskey sour glass,Powdered Sugar,,sweet,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",1 tsp,,4.0,,
1635,Tequila Sour,Ordinary Drink,Whiskey sour glass,Cherry,,sweet,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",1,,,1,berry
1636,Tequila Sour,Ordinary Drink,Whiskey sour glass,Tequila,Tequila,,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",2 oz,60.0,,,
1637,Tequila Sour,Ordinary Drink,Whiskey sour glass,Lemon,,sour,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",juice of 1/2,22.5,,,
1638,Tequila Sunrise,Cocktail,Highball glass,Tequila,Tequila,,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",2 measures,60.0,,,
1639,Tequila Sunrise,Cocktail,Highball glass,Orange Juice,,sweet,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",,,,,
1640,Tequila Sunrise,Cocktail,Highball glass,Grenadine,,sweet,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",,,,,
1641,Tequila Surprise,Shot,Shot glass,Tequila,Tequila,,Fill shot glass with Tequila. Add drops of Tobasco sauce.,full glass,44.0,,,
1642,Tequila Surprise,Shot,Shot glass,Tabasco Sauce,,spicy,Fill shot glass with Tequila. Add drops of Tobasco sauce.,about 8 drops,8.0,,,
1643,Texas Rattlesnake,Shot,Highball glass,Yukon Jack,Sweet Liqueur,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",1 part,30.0,,,
1644,Texas Rattlesnake,Shot,Highball glass,Southern Comfort,Whisky,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",1 part,30.0,,,
1645,Texas Rattlesnake,Shot,Highball glass,Sweet And Sour,,sweet,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",1 splash,6.0,,,
1646,Texas Rattlesnake,Shot,Highball glass,Cherry Brandy,Brandy,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",1/2 part,15.0,,,
1647,Texas Sling,Milk / Float / Shake,Wine Glass,Amaretto,Sweet Liqueur,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1/2 oz,15.0,,,
1648,Texas Sling,Milk / Float / Shake,Wine Glass,151 Proof Rum,Rum,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1/2 oz bacardi,15.0,,,
1649,Texas Sling,Milk / Float / Shake,Wine Glass,Cream,,cream,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1 oz,30.0,,,
1650,Texas Sling,Milk / Float / Shake,Wine Glass,Irish Cream,Creamy Liqueur,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1/2 oz,15.0,,,
1651,Texas Sling,Milk / Float / Shake,Wine Glass,Kahlua,Creamy Liqueur,,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",1/2 oz,15.0,,,
1652,The Evil Blue Thing,Cocktail,Old-fashioned glass,Creme De Cacao,Creamy Liqueur,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",1 1/2 oz,45.0,,,
1653,The Evil Blue Thing,Cocktail,Old-fashioned glass,Light Rum,Rum,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",1/2 oz,15.0,,,
1654,The Evil Blue Thing,Cocktail,Old-fashioned glass,Blue Curacao,Triple Sec,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",1 oz,30.0,,,
1655,Thriller,Ordinary Drink,Cocktail glass,Scotch,Whisky,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 1/2 oz,45.0,,,
1656,Thriller,Ordinary Drink,Cocktail glass,Green Ginger Wine,Wine,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 oz green ginger,30.0,,,
1657,Thriller,Ordinary Drink,Cocktail glass,Orange Juice,,sweet,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 oz,30.0,,,
1658,Tom Collins,Ordinary Drink,Collins glass,Club Soda,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",3 oz,90.0,,,
1659,Tom Collins,Ordinary Drink,Collins glass,Gin,Gin,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",2 oz,60.0,,,
1660,Tom Collins,Ordinary Drink,Collins glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",1 oz,30.0,,,
1661,Tom Collins,Ordinary Drink,Collins glass,Maraschino Cherry,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",1,,,1,berry
1662,Tom Collins,Ordinary Drink,Collins glass,Orange,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",1,,,1,slice
1663,Tom Collins,Ordinary Drink,Collins glass,Sugar Superfine,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",1 tsp superfine,5.0,,,
1664,Tommy's Margarita,Ordinary Drink,Old-Fashioned glass,Tequila,Tequila,,Shake and strain into a chilled cocktail glass.,4.5 cl,45.0,,,
1665,Tommy's Margarita,Ordinary Drink,Old-Fashioned glass,Lime Juice,,sour,Shake and strain into a chilled cocktail glass.,1.5 cl,15.0,,,
1666,Tommy's Margarita,Ordinary Drink,Old-Fashioned glass,Agave Syrup,,sweet,Shake and strain into a chilled cocktail glass.,2 spoons,10.0,,,
1667,Turf Cocktail,Ordinary Drink,Cocktail glass,Gin,Gin,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,1 oz,30.0,,,
1668,Turf Cocktail,Ordinary Drink,Cocktail glass,Orange Peel,,sweet,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,twist of,,,1,twist
1669,Turf Cocktail,Ordinary Drink,Cocktail glass,Bitters,Bitters,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,2 dashes,2.0,,,
1670,Turf Cocktail,Ordinary Drink,Cocktail glass,Dry Vermouth,Vermouth,,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,1 oz,30.0,,,
1671,Turf Cocktail,Ordinary Drink,Cocktail glass,Anis,,spicy,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,1/4 tsp,,1.0,,
1672,Turkeyball,Shot,Shot glass,Amaretto,Sweet Liqueur,,Shake with ice and strain into a shot glass.,3/4 oz,22.5,,,
1673,Turkeyball,Shot,Shot glass,Wild Turkey,Whisky,,Shake with ice and strain into a shot glass.,1 oz,30.0,,,
1674,Turkeyball,Shot,Shot glass,Pineapple Juice,,sweet,Shake with ice and strain into a shot glass.,1 splash,6.0,,,
1675,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Dry Vermouth,Vermouth,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1 1/2 oz,45.0,,,
1676,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Maraschino Liqueur,Sweet Liqueur,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1/4 tsp,,1.0,,
1677,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Gin,Gin,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1 1/2 oz,45.0,,,
1678,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Orange Bitters,Bitters,,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,2 dashes,2.0,,,
1679,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Anis,,spicy,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1/4 tsp,,1.0,,
1680,Tuxedo Cocktail,Ordinary Drink,Cocktail glass,Cherry,,sweet,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,1,,,1,berry
1681,Valencia Cocktail,Ordinary Drink,Cocktail glass,Apricot Brandy,Brandy,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 oz,45.0,,,
1682,Valencia Cocktail,Ordinary Drink,Cocktail glass,Orange Juice,,sweet,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 tblsp,,14.0,,
1683,Valencia Cocktail,Ordinary Drink,Cocktail glass,Orange Bitters,Bitters,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",2 dashes,2.0,,,
1684,Vampiro,Ordinary Drink,Old-Fashioned glass,Tomato Juice,,salty,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",3 cl,30.0,,,
1685,Vampiro,Ordinary Drink,Old-Fashioned glass,Sugar Syrup,,sweet,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",1 dash,1.0,,,
1686,Vampiro,Ordinary Drink,Old-Fashioned glass,Salt,,salty,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",1 pinch,,0.36,,
1687,Vampiro,Ordinary Drink,Old-Fashioned glass,Tequila,Tequila,,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",6 cl,60.0,,,
